// Validating benchmarks:
No exporters defined, results will not be persisted.
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UAIBHC(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 307600.00 ns, 307.6000 us/op
WorkloadJitting  1: 1 op, 382200.00 ns, 382.2000 us/op

OverheadJitting  2: 16 op, 994600.00 ns, 62.1625 us/op
WorkloadJitting  2: 16 op, 1238400.00 ns, 77.4000 us/op

WorkloadPilot    1: 16 op, 323100.00 ns, 20.1938 us/op
WorkloadPilot    2: 32 op, 638200.00 ns, 19.9438 us/op
WorkloadPilot    3: 64 op, 1608200.00 ns, 25.1281 us/op
WorkloadPilot    4: 128 op, 3000900.00 ns, 23.4445 us/op
WorkloadPilot    5: 256 op, 5939000.00 ns, 23.1992 us/op
WorkloadPilot    6: 512 op, 10838300.00 ns, 21.1686 us/op
WorkloadPilot    7: 1024 op, 23891000.00 ns, 23.3311 us/op
WorkloadPilot    8: 2048 op, 43621600.00 ns, 21.2996 us/op
WorkloadPilot    9: 4096 op, 88792700.00 ns, 21.6779 us/op
WorkloadPilot   10: 8192 op, 176487000.00 ns, 21.5438 us/op
WorkloadPilot   11: 16384 op, 349580500.00 ns, 21.3367 us/op
WorkloadPilot   12: 32768 op, 700520100.00 ns, 21.3782 us/op

OverheadWarmup   1: 32768 op, 227600.00 ns, 6.9458 ns/op
OverheadWarmup   2: 32768 op, 132200.00 ns, 4.0344 ns/op
OverheadWarmup   3: 32768 op, 200100.00 ns, 6.1066 ns/op
OverheadWarmup   4: 32768 op, 132600.00 ns, 4.0466 ns/op
OverheadWarmup   5: 32768 op, 127500.00 ns, 3.8910 ns/op
OverheadWarmup   6: 32768 op, 127500.00 ns, 3.8910 ns/op
OverheadWarmup   7: 32768 op, 132800.00 ns, 4.0527 ns/op

OverheadActual   1: 32768 op, 128600.00 ns, 3.9246 ns/op
OverheadActual   2: 32768 op, 128000.00 ns, 3.9062 ns/op
OverheadActual   3: 32768 op, 128600.00 ns, 3.9246 ns/op
OverheadActual   4: 32768 op, 128000.00 ns, 3.9062 ns/op
OverheadActual   5: 32768 op, 127400.00 ns, 3.8879 ns/op
OverheadActual   6: 32768 op, 234900.00 ns, 7.1686 ns/op
OverheadActual   7: 32768 op, 128600.00 ns, 3.9246 ns/op
OverheadActual   8: 32768 op, 128600.00 ns, 3.9246 ns/op
OverheadActual   9: 32768 op, 166500.00 ns, 5.0812 ns/op
OverheadActual  10: 32768 op, 128700.00 ns, 3.9276 ns/op
OverheadActual  11: 32768 op, 262600.00 ns, 8.0139 ns/op
OverheadActual  12: 32768 op, 128800.00 ns, 3.9307 ns/op
OverheadActual  13: 32768 op, 128600.00 ns, 3.9246 ns/op
OverheadActual  14: 32768 op, 161200.00 ns, 4.9194 ns/op
OverheadActual  15: 32768 op, 128000.00 ns, 3.9062 ns/op
OverheadActual  16: 32768 op, 132100.00 ns, 4.0314 ns/op
OverheadActual  17: 32768 op, 129900.00 ns, 3.9642 ns/op

WorkloadWarmup   1: 32768 op, 695645200.00 ns, 21.2294 us/op
WorkloadWarmup   2: 32768 op, 698935400.00 ns, 21.3298 us/op
WorkloadWarmup   3: 32768 op, 697736700.00 ns, 21.2932 us/op
WorkloadWarmup   4: 32768 op, 696826800.00 ns, 21.2655 us/op
WorkloadWarmup   5: 32768 op, 699246700.00 ns, 21.3393 us/op
WorkloadWarmup   6: 32768 op, 699719900.00 ns, 21.3538 us/op
WorkloadWarmup   7: 32768 op, 695366100.00 ns, 21.2209 us/op

WorkloadActual   1: 32768 op, 696572200.00 ns, 21.2577 us/op
WorkloadActual   2: 32768 op, 687430800.00 ns, 20.9787 us/op
WorkloadActual   3: 32768 op, 728976900.00 ns, 22.2466 us/op
WorkloadActual   4: 32768 op, 754078900.00 ns, 23.0127 us/op
WorkloadActual   5: 32768 op, 744882500.00 ns, 22.7320 us/op
WorkloadActual   6: 32768 op, 725190500.00 ns, 22.1311 us/op
WorkloadActual   7: 32768 op, 722012100.00 ns, 22.0341 us/op
WorkloadActual   8: 32768 op, 718053300.00 ns, 21.9132 us/op
WorkloadActual   9: 32768 op, 693364400.00 ns, 21.1598 us/op
WorkloadActual  10: 32768 op, 697882100.00 ns, 21.2977 us/op
WorkloadActual  11: 32768 op, 698617900.00 ns, 21.3201 us/op
WorkloadActual  12: 32768 op, 700976300.00 ns, 21.3921 us/op
WorkloadActual  13: 32768 op, 701448300.00 ns, 21.4065 us/op
WorkloadActual  14: 32768 op, 703022400.00 ns, 21.4545 us/op
WorkloadActual  15: 32768 op, 694919600.00 ns, 21.2073 us/op
WorkloadActual  16: 32768 op, 695464300.00 ns, 21.2239 us/op
WorkloadActual  17: 32768 op, 701330200.00 ns, 21.4029 us/op
WorkloadActual  18: 32768 op, 715046600.00 ns, 21.8215 us/op
WorkloadActual  19: 32768 op, 717720500.00 ns, 21.9031 us/op
WorkloadActual  20: 32768 op, 736923000.00 ns, 22.4891 us/op
WorkloadActual  21: 32768 op, 730054200.00 ns, 22.2795 us/op
WorkloadActual  22: 32768 op, 719704500.00 ns, 21.9636 us/op
WorkloadActual  23: 32768 op, 721944100.00 ns, 22.0320 us/op

WorkloadResult   1: 32768 op, 696443600.00 ns, 21.2538 us/op
WorkloadResult   2: 32768 op, 687302200.00 ns, 20.9748 us/op
WorkloadResult   3: 32768 op, 728848300.00 ns, 22.2427 us/op
WorkloadResult   4: 32768 op, 753950300.00 ns, 23.0087 us/op
WorkloadResult   5: 32768 op, 744753900.00 ns, 22.7281 us/op
WorkloadResult   6: 32768 op, 725061900.00 ns, 22.1271 us/op
WorkloadResult   7: 32768 op, 721883500.00 ns, 22.0301 us/op
WorkloadResult   8: 32768 op, 717924700.00 ns, 21.9093 us/op
WorkloadResult   9: 32768 op, 693235800.00 ns, 21.1559 us/op
WorkloadResult  10: 32768 op, 697753500.00 ns, 21.2937 us/op
WorkloadResult  11: 32768 op, 698489300.00 ns, 21.3162 us/op
WorkloadResult  12: 32768 op, 700847700.00 ns, 21.3882 us/op
WorkloadResult  13: 32768 op, 701319700.00 ns, 21.4026 us/op
WorkloadResult  14: 32768 op, 702893800.00 ns, 21.4506 us/op
WorkloadResult  15: 32768 op, 694791000.00 ns, 21.2033 us/op
WorkloadResult  16: 32768 op, 695335700.00 ns, 21.2200 us/op
WorkloadResult  17: 32768 op, 701201600.00 ns, 21.3990 us/op
WorkloadResult  18: 32768 op, 714918000.00 ns, 21.8176 us/op
WorkloadResult  19: 32768 op, 717591900.00 ns, 21.8992 us/op
WorkloadResult  20: 32768 op, 736794400.00 ns, 22.4852 us/op
WorkloadResult  21: 32768 op, 729925600.00 ns, 22.2756 us/op
WorkloadResult  22: 32768 op, 719575900.00 ns, 21.9597 us/op
WorkloadResult  23: 32768 op, 721815500.00 ns, 22.0281 us/op


Mean = 21.764 μs, StdErr = 0.114 μs (0.53%), N = 23, StdDev = 0.549 μs
Min = 20.975 μs, Q1 = 21.305 μs, Median = 21.818 μs, Q3 = 22.079 μs, Max = 23.009 μs
IQR = 0.774 μs, LowerFence = 20.144 μs, UpperFence = 23.239 μs
ConfidenceInterval = [21.330 μs; 22.198 μs] (CI 99.9%), Margin = 0.434 μs (1.99% of Mean)
Skewness = 0.52, Kurtosis = 2.21, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *

// * Detailed results *
Md5VsSha256.Sha256: Job-UAIBHC(Toolchain=InProcessEmitToolchain)
Runtime = ; GC = 
Mean = 47.162 μs, StdErr = 0.138 μs (0.29%), N = 13, StdDev = 0.499 μs
Min = 46.117 μs, Q1 = 47.055 μs, Median = 47.117 μs, Q3 = 47.586 μs, Max = 47.805 μs
IQR = 0.531 μs, LowerFence = 46.259 μs, UpperFence = 48.381 μs
ConfidenceInterval = [46.565 μs; 47.760 μs] (CI 99.9%), Margin = 0.597 μs (1.27% of Mean)
Skewness = -0.52, Kurtosis = 2.22, MValue = 2
-------------------- Histogram --------------------
[45.838 μs ; 46.847 μs) | @@@
[46.847 μs ; 48.083 μs) | @@@@@@@@@@
---------------------------------------------------

Md5VsSha256.Md5: Job-UAIBHC(Toolchain=InProcessEmitToolchain)
Runtime = ; GC = 
Mean = 21.764 μs, StdErr = 0.114 μs (0.53%), N = 23, StdDev = 0.549 μs
Min = 20.975 μs, Q1 = 21.305 μs, Median = 21.818 μs, Q3 = 22.079 μs, Max = 23.009 μs
IQR = 0.774 μs, LowerFence = 20.144 μs, UpperFence = 23.239 μs
ConfidenceInterval = [21.330 μs; 22.198 μs] (CI 99.9%), Margin = 0.434 μs (1.99% of Mean)
Skewness = 0.52, Kurtosis = 2.21, MValue = 2
-------------------- Histogram --------------------
[20.959 μs ; 21.793 μs) | @@@@@@@@@@@
[21.793 μs ; 22.300 μs) | @@@@@@@@@
[22.300 μs ; 23.262 μs) | @@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.18363.959 (1909/November2018Update/19H2)
Intel Core i7-7700HQ CPU 2.80GHz (Kaby Lake), 1 CPU, 8 logical and 4 physical cores
.NET Core SDK=3.1.302
  [Host] : .NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT

Toolchain=InProcessEmitToolchain  

| Method |     Mean |    Error |   StdDev |
|------- |---------:|---------:|---------:|
| Sha256 | 47.16 μs | 0.597 μs | 0.499 μs |
|    Md5 | 21.76 μs | 0.434 μs | 0.549 μs |

// * Legends *
  Mean   : Arithmetic mean of all measurements
  Error  : Half of 99.9% confidence interval
  StdDev : Standard deviation of all measurements
  1 μs   : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 4 benchmark(s) to run **
Run time: 00:00:41 (41.84 sec), executed benchmarks: 2

// Found 4 benchmarks:
//   ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=20, fill=95]
//   ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=200, fill=95]
//   ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=1000, fill=95]
//   ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=20000, fill=95]

// **************************
// Benchmark: ThirdBenchmark.Benchmark_Current: Job-UAIBHC(Toolchain=InProcessEmitToolchain) [N=20, fill=95]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.6 (CoreCLR 4.700.20.26901, CoreFX 4.700.20.31603), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-UAIBHC(Toolchain=InProcessEmitToolchain)

OverheadJitting  1: 1 op, 260300.00 ns, 260.3000 us/op
WorkloadJitting  1: 1 op, 525600.00 ns, 525.6000 us/op

OverheadJitting  2: 16 op, 965000.00 ns, 60.3125 us/op
WorkloadJitting  2: 16 op, 997200.00 ns, 62.3250 us/op

WorkloadPilot    1: 16 op, 13500.00 ns, 843.7500 ns/op
WorkloadPilot    2: 32 op, 13200.00 ns, 412.5000 ns/op
WorkloadPilot    3: 64 op, 26400.00 ns, 412.5000 ns/op
WorkloadPilot    4: 128 op, 21400.00 ns, 167.1875 ns/op
WorkloadPilot    5: 256 op, 47000.00 ns, 183.5938 ns/op
WorkloadPilot    6: 512 op, 51400.00 ns, 100.3906 ns/op
WorkloadPilot    7: 1024 op, 132300.00 ns, 129.1992 ns/op
WorkloadPilot    8: 2048 op, 181400.00 ns, 88.5742 ns/op
WorkloadPilot    9: 4096 op, 482200.00 ns, 117.7246 ns/op
WorkloadPilot   10: 8192 op, 867300.00 ns, 105.8716 ns/op
WorkloadPilot   11: 16384 op, 2250400.00 ns, 137.3535 ns/op
WorkloadPilot   12: 32768 op, 3585900.00 ns, 109.4330 ns/op
WorkloadPilot   13: 65536 op, 7571000.00 ns, 115.5243 ns/op
WorkloadPilot   14: 131072 op, 12675300.00 ns, 96.7049 ns/op
WorkloadPilot   15: 262144 op, 25482100.00 ns, 97.2065 ns/op
WorkloadPilot   16: 524288 op, 42941600.00 ns, 81.9046 ns/op
WorkloadPilot   17: 1048576 op, 79410700.00 ns, 75.7319 ns/op
WorkloadPilot   18: 2097152 op, 179891000.00 ns, 85.7787 ns/op
WorkloadPilot   19: 4194304 op, 328231500.00 ns, 78.2565 ns/op
WorkloadPilot   20: 8388608 op, 634782100.00 ns, 75.6719 ns/op

OverheadWarmup   1: 8388608 op, 36170800.00 ns, 4.3119 ns/op
OverheadWarmup   2: 8388608 op, 35156300.00 ns, 4.1910 ns/op
OverheadWarmup   3: 8388608 op, 34836900.00 ns, 4.1529 ns/op
OverheadWarmup   4: 8388608 op, 35988600.00 ns, 4.2902 ns/op
OverheadWarmup   5: 8388608 op, 34779300.00 ns, 4.1460 ns/op
OverheadWarmup   6: 8388608 op, 35887500.00 ns, 4.2781 ns/op
OverheadWarmup   7: 8388608 op, 36346700.00 ns, 4.3329 ns/op
OverheadWarmup   8: 8388608 op, 34917000.00 ns, 4.1624 ns/op

OverheadActual   1: 8388608 op, 34849300.00 ns, 4.1544 ns/op
OverheadActual   2: 8388608 op, 34543300.00 ns, 4.1179 ns/op
OverheadActual   3: 8388608 op, 34999400.00 ns, 4.1723 ns/op
OverheadActual   4: 8388608 op, 35901100.00 ns, 4.2797 ns/op
OverheadActual   5: 8388608 op, 34372600.00 ns, 4.0975 ns/op
OverheadActual   6: 8388608 op, 44627600.00 ns, 5.3200 ns/op
OverheadActual   7: 8388608 op, 42296700.00 ns, 5.0422 ns/op
OverheadActual   8: 8388608 op, 39327100.00 ns, 4.6882 ns/op
OverheadActual   9: 8388608 op, 36034200.00 ns, 4.2956 ns/op
OverheadActual  10: 8388608 op, 35880900.00 ns, 4.2773 ns/op
OverheadActual  11: 8388608 op, 34527800.00 ns, 4.1160 ns/op
OverheadActual  12: 8388608 op, 33982200.00 ns, 4.0510 ns/op
OverheadActual  13: 8388608 op, 35288000.00 ns, 4.2067 ns/op
OverheadActual  14: 8388608 op, 35407700.00 ns, 4.2209 ns/op
OverheadActual  15: 8388608 op, 35058100.00 ns, 4.1793 ns/op

WorkloadWarmup   1: 8388608 op, 647516700.00 ns, 77.1900 ns/op
WorkloadWarmup   2: 8388608 op, 647188500.00 ns, 77.1509 ns/op
WorkloadWarmup   3: 8388608 op, 634834000.00 ns, 75.6781 ns/op
WorkloadWarmup   4: 8388608 op, 643634500.00 ns, 76.7272 ns/op
WorkloadWarmup   5: 8388608 op, 670639000.00 ns, 79.9464 ns/op
WorkloadWarmup   6: 8388608 op, 626199000.00 ns, 74.6487 ns/op
WorkloadWarmup   7: 8388608 op, 652241100.00 ns, 77.7532 ns/op
WorkloadWarmup   8: 8388608 op, 784149700.00 ns, 93.4779 ns/op
WorkloadWarmup   9: 8388608 op, 653361700.00 ns, 77.8868 ns/op

WorkloadActual   1: 8388608 op, 767923300.00 ns, 91.5436 ns/op
WorkloadActual   2: 8388608 op, 680411500.00 ns, 81.1114 ns/op
WorkloadActual   3: 8388608 op, 646066100.00 ns, 77.0171 ns/op
WorkloadActual   4: 8388608 op, 651995600.00 ns, 77.7239 ns/op
WorkloadActual   5: 8388608 op, 666806000.00 ns, 79.4895 ns/op
WorkloadActual   6: 8388608 op, 942869500.00 ns, 112.3988 ns/op
WorkloadActual   7: 8388608 op, 1017120300.00 ns, 121.2502 ns/op
WorkloadActual   8: 8388608 op, 1018570100.00 ns, 121.4230 ns/op
WorkloadActual   9: 8388608 op, 712412700.00 ns, 84.9262 ns/op
WorkloadActual  10: 8388608 op, 1215005100.00 ns, 144.8399 ns/op
WorkloadActual  11: 8388608 op, 1287188700.00 ns, 153.4449 ns/op
WorkloadActual  12: 8388608 op, 723154000.00 ns, 86.2067 ns/op
WorkloadActual  13: 8388608 op, 728732300.00 ns, 86.8717 ns/op
WorkloadActual  14: 8388608 op, 724014600.00 ns, 86.3093 ns/op
WorkloadActual  15: 8388608 op, 658186300.00 ns, 78.4619 ns/op
WorkloadActual  16: 8388608 op, 690763500.00 ns, 82.3454 ns/op
WorkloadActual  17: 8388608 op, 779708700.00 ns, 92.9485 ns/op
WorkloadActual  18: 8388608 op, 683788200.00 ns, 81.5139 ns/op
WorkloadActual  19: 8388608 op, 659703000.00 ns, 78.6427 ns/op
WorkloadActual  20: 8388608 op, 676747000.00 ns, 80.6745 ns/op
WorkloadActual  21: 8388608 op, 768143600.00 ns, 91.5699 ns/op
WorkloadActual  22: 8388608 op, 674442000.00 ns, 80.3998 ns/op
WorkloadActual  23: 8388608 op, 788574500.00 ns, 94.0054 ns/op
WorkloadActual  24: 8388608 op, 874837700.00 ns, 104.2888 ns/op
WorkloadActual  25: 8388608 op, 941151000.00 ns, 112.1939 ns/op
WorkloadActual  26: 8388608 op, 744856600.00 ns, 88.7938 ns/op
WorkloadActual  27: 8388608 op, 711909100.00 ns, 84.8662 ns/op
WorkloadActual  28: 8388608 op, 756421000.00 ns, 90.1724 ns/op
WorkloadActual  29: 8388608 op, 739817500.00 ns, 88.1931 ns/op
WorkloadActual  30: 8388608 op, 690855000.00 ns, 82.3563 ns/op
WorkloadActual  31: 8388608 op, 780995000.00 ns, 93.1019 ns/op
WorkloadActual  32: 8388608 op, 816685700.00 ns, 97.3565 ns/op
WorkloadActual  33: 8388608 op, 829334600.00 ns, 98.8644 ns/op
WorkloadActual  34: 8388608 op, 785101400.00 ns, 93.5914 ns/op
WorkloadActual  35: 8388608 op, 687813400.00 ns, 81.9937 ns/op
WorkloadActual  36: 8388608 op, 706995800.00 ns, 84.2805 ns/op
WorkloadActual  37: 8388608 op, 728862100.00 ns, 86.8871 ns/op
WorkloadActual  38: 8388608 op, 722982300.00 ns, 86.1862 ns/op
WorkloadActual  39: 8388608 op, 741718900.00 ns, 88.4198 ns/op
WorkloadActual  40: 8388608 op, 841925300.00 ns, 100.3653 ns/op
WorkloadActual  41: 8388608 op, 783774800.00 ns, 93.4332 ns/op
WorkloadActual  42: 8388608 op, 843080100.00 ns, 100.5030 ns/op
WorkloadActual  43: 8388608 op, 793818500.00 ns, 94.6305 ns/op
WorkloadActual  44: 8388608 op, 850737000.00 ns, 101.4158 ns/op
WorkloadActual  45: 8388608 op, 853125500.00 ns, 101.7005 ns/op
WorkloadActual  46: 8388608 op, 867839100.00 ns, 103.4545 ns/op
WorkloadActual  47: 8388608 op, 965423600.00 ns, 115.0875 ns/op
WorkloadActual  48: 8388608 op, 864416700.00 ns, 103.0465 ns/op
WorkloadActual  49: 8388608 op, 833140900.00 ns, 99.3181 ns/op
WorkloadActual  50: 8388608 op, 827847600.00 ns, 98.6871 ns/op
WorkloadActual  51: 8388608 op, 778031300.00 ns, 92.7486 ns/op
WorkloadActual  52: 8388608 op, 881083500.00 ns, 105.0333 ns/op
WorkloadActual  53: 8388608 op, 809552700.00 ns, 96.5062 ns/op
WorkloadActual  54: 8388608 op, 802034400.00 ns, 95.6100 ns/op
WorkloadActual  55: 8388608 op, 708401000.00 ns, 84.4480 ns/op
WorkloadActual  56: 8388608 op, 742772400.00 ns, 88.5454 ns/op
WorkloadActual  57: 8388608 op, 821436000.00 ns, 97.9228 ns/op
WorkloadActual  58: 8388608 op, 809640500.00 ns, 96.5167 ns/op
WorkloadActual  59: 8388608 op, 756361200.00 ns, 90.1653 ns/op
WorkloadActual  60: 8388608 op, 862761400.00 ns, 102.8492 ns/op
WorkloadActual  61: 8388608 op, 804175200.00 ns, 95.8652 ns/op
WorkloadActual  62: 8388608 op, 841829700.00 ns, 100.3539 ns/op
WorkloadActual  63: 8388608 op, 801072800.00 ns, 95.4953 ns/op
WorkloadActual  64: 8388608 op, 762817300.00 ns, 90.9349 ns/op
WorkloadActual  65: 8388608 op, 749801900.00 ns, 89.3834 ns/op
WorkloadActual  66: 8388608 op, 739991100.00 ns, 88.2138 ns/op
WorkloadActual  67: 8388608 op, 778067000.00 ns, 92.7528 ns/op
WorkloadActual  68: 8388608 op, 842127300.00 ns, 100.3894 ns/op
WorkloadActual  69: 8388608 op, 781179200.00 ns, 93.1238 ns/op
WorkloadActual  70: 8388608 op, 820747000.00 ns, 97.8407 ns/op
WorkloadActual  71: 8388608 op, 791922000.00 ns, 94.4045 ns/op
WorkloadActual  72: 8388608 op, 783258000.00 ns, 93.3716 ns/op
WorkloadActual  73: 8388608 op, 817105000.00 ns, 97.4065 ns/op
WorkloadActual  74: 8388608 op, 833301800.00 ns, 99.3373 ns/op
WorkloadActual  75: 8388608 op, 803518200.00 ns, 95.7868 ns/op
WorkloadActual  76: 8388608 op, 743307900.00 ns, 88.6092 ns/op
WorkloadActual  77: 8388608 op, 721134300.00 ns, 85.9659 ns/op
WorkloadActual  78: 8388608 op, 726262100.00 ns, 86.5772 ns/op
WorkloadActual  79: 8388608 op, 764634800.00 ns, 91.1516 ns/op
